iter	RMSE
500	28.41541444
501	28.38694636
502	28.3859006
503	28.38486565
504	28.38383198
505	28.36063597
506	28.35959683
507	28.35856299
508	28.35753157
509	28.35650294
510	28.3554684
511	28.35444134
512	28.35341099
513	28.31858127
514	28.31754377
515	28.28519237
516	28.284153
517	28.25732577
518	28.23558332
519	28.2028577
520	28.20179747
521	28.16690939
522	28.16584679
523	28.16479623
524	28.1637499
525	28.16271089
526	28.13037044
527	28.10613354
528	28.10508017
529	28.10403594
530	28.10299548
531	28.07754151
532	28.07649383
533	28.07545615
534	28.0744179
535	28.05133097
536	28.05029416
537	28.04926216
538	28.04823158
539	28.04720324
540	28.04617864
541	28.0265339
542	28.02549311
543	28.02446057
544	28.02343178
545	28.02240155
546	28.00005022
547	27.99901592
548	27.99798894
549	27.99696297
550	27.99593973
551	27.99491451
552	27.97309299
553	27.97205884
554	27.97103512
555	27.97001195
556	27.96898602
557	27.96796335
558	27.96694219
559	27.96592127
560	27.93673833
561	27.93570606
562	27.93468238
563	27.90798996
564	27.90695547
565	27.90593403
566	27.9049149
567	27.90389306
568	27.90287641
569	27.9018607
570	27.9008441
571	27.89983036
572	27.89881718
573	27.87491893
574	27.87389485
575	27.87287922
576	27.87186585
577	27.87085296
578	27.84273291
579	27.84171076
580	27.84069628
581	27.83967775
582	27.83866504
583	27.83765478
584	27.80162195
585	27.80059421
586	27.79957577
587	27.79856165
588	27.79754947
589	27.79653954
590	27.79553141
591	27.79451971
592	27.79351069
593	27.79250517
594	27.79149934
595	27.79049554
596	27.78949221
597	27.78848883
598	27.78748591
599	27.78648428
600	27.78548404
601	27.78448314
602	27.78348373
603	27.78248171
604	27.78148373
605	27.75112983
606	27.75012009
607	27.74911392
608	27.74811106
609	27.74711115
610	27.74611141
611	27.7248901
612	27.72388611
613	27.69424715
614	27.69323507
615	27.69222939
616	27.69122825
617	27.66905493
618	27.66805056
619	27.63698724
620	27.63597038
621	27.63495842
622	27.63395445
623	27.63295376
624	27.6319542
625	27.63095691
626	27.62996137
627	27.62896714
628	27.62797518
629	27.60558529
630	27.6045822
631	27.60358593
632	27.60258765
633	27.6015901
634	27.60059798
635	27.5996082
636	27.59861846
637	27.58149717
638	27.58049567
639	27.57950086
640	27.57850962
641	27.57752184
642	27.57652652
643	27.55049474
644	27.52399876
645	27.49307068
646	27.49205972
647	27.4574182
648	27.45640417
649	27.45539737
650	27.45439181
651	27.45339123
652	27.4523932
653	27.45139903
654	27.45040845
655	27.4494085
656	27.44841193
657	27.44741781
658	27.44642937
659	27.4454373
660	27.44444796
661	27.4434592
662	27.44247283
663	27.44148764
664	27.44050312
665	27.43951884
666	27.43853615
667	27.4375527
668	27.40270348
669	27.40170077
670	27.4007136
671	27.39972407
672	27.39874085
673	27.39775872
674	27.37419818
675	27.34246635
676	27.34146664
677	27.34046899
678	27.33948234
679	27.33849638
680	27.33751357
681	27.33653081
682	27.33555012
683	27.33457152
684	27.33359327
685	27.33261617
686	27.29789547
687	27.27316267
688	27.27216682
689	27.2711775
690	27.27018666
691	27.26920095
692	27.26821849
693	27.26723742
694	27.23245908
695	27.21277763
696	27.21177514
697	27.18820701
698	27.18721487
699	27.18622006
700	27.16487763
701	27.16388482
702	27.16290273
703	27.16191416
704	27.16093304
705	27.15994695
706	27.1589649
707	27.15798497
708	27.1570057
709	27.15602802
710	27.15505319
711	27.1540792
712	27.15310563
713	27.15213438
714	27.15116452
715	27.15019502
716	27.14922622
717	27.14825278
718	27.14728515
719	27.14631792
720	27.11200277
721	27.11101557
722	27.11003744
723	27.10906427
724	27.10809411
725	27.1071274
726	27.07547156
727	27.07448559
728	27.07351345
729	27.05020713
730	27.04923077
731	27.04824788
732	27.02748036
733	27.02650101
734	27.02552777
735	27.0245578
736	27.02358408
737	27.02261684
738	27.02164593
739	27.02067961
740	27.01971527
741	27.01875173
742	27.01778996
743	27.01682736
744	27.0158681
745	27.01490346
746	27.0139401
747	27.01297926
748	27.0120216
749	27.0110651
750	27.0101092
751	26.97249838
752	26.97152537
753	26.97055739
754	26.93938336
755	26.9384141
756	26.93745104
757	26.93648386
758	26.93552584
759	26.93456412
760	26.91876946
761	26.9178043
762	26.91684169
763	26.9158828
764	26.91492615
765	26.91397133
766	26.89067743
767	26.88971317
768	26.85961824
769	26.85864777
770	26.85768793
771	26.85672703
772	26.85576702
773	26.82365894
774	26.8226824
775	26.82171951
776	26.8207607
777	26.81980362
778	26.81884932
779	26.79874495
780	26.79777987
781	26.79682199
782	26.79586735
783	26.79491459
784	26.79396381
785	26.79300615
786	26.79205684
787	26.79110376
788	26.7901566
789	26.78920972
790	26.78825971
791	26.78731215
792	26.78636622
793	26.76037597
794	26.75942158
795	26.75847396
796	26.75751916
797	26.75657033
798	26.75562794
799	26.7546846
800	26.72230565
801	26.69836065
802	26.69739605
803	26.66766595
804	26.66670097
805	26.66574755
806	26.66479697
807	26.66384946
808	26.66289847
809	26.63684236
810	26.6358905
811	26.63494296
812	26.63399141
813	26.6330466
814	26.60151764
815	26.60056706
816	26.59960865
817	26.59866251
818	26.59771447
819	26.57103953
820	26.55007212
821	26.5491153
822	26.54816384
823	26.54721173
824	26.54626599
825	26.5453227
826	26.54438046
827	26.54344189
828	26.54250498
829	26.54155921
830	26.54061552
831	26.53968027
832	26.53873811
833	26.53780444
834	26.53687213
835	26.50649758
836	26.50554756
837	26.50460175
838	26.50366049
839	26.50271841
840	26.50177868
841	26.50084177
842	26.49990783
843	26.47697566
844	26.47602653
845	26.4750901
846	26.47415708
847	26.47322244
848	26.4722898
849	26.47135961
850	26.47042924
851	26.46949864
852	26.46856855
853	26.46763997
854	26.4667133
855	26.46578798
856	26.46486127
857	26.43791205
858	26.43697117
859	26.43603999
860	26.43511018
861	26.43418109
862	26.43325421
863	26.43232912
864	26.43140489
865	26.43048219
866	26.42955467
867	26.42862871
868	26.42770375
869	26.42678008
870	26.42585746
871	26.4249346
872	26.42401312
873	26.42309242
874	26.42217137
875	26.42125234
876	26.42033189
877	26.41941202
878	26.41849387
879	26.38821057
880	26.38727665
881	26.38635465
882	26.3679675
883	26.36703648
884	26.36611424
885	26.36518612
886	26.36426302
887	26.36334348
888	26.36241956
889	26.36150166
890	26.36058486
891	26.32299669
892	26.32206116
893	26.32113665
894	26.29438542
895	26.27066498
896	26.26972532
897	26.26878903
898	26.2678594
899	26.2669357
900	26.2660057
901	26.24259427
902	26.24165711
903	26.24072836
904	26.23980204
905	26.23887832
906	26.23795614
907	26.23703574
908	26.23611409
909	26.23519532
910	26.2342743
911	26.23335652
912	26.2324394
913	26.23152375
914	26.23060646
915	26.22969178
916	26.2287786
917	26.22786616
918	26.2269534
919	26.22604188
920	26.22512909
921	26.22421889
922	26.22330817
923	26.22239862
924	26.2214902
925	26.22058128
926	26.21967261
927	26.21876545
928	26.21785832
929	26.18617917
930	26.18526046
931	26.18434683
932	26.18343539
933	26.18252497
934	26.181617
935	26.16103172
936	26.16011704
937	26.15920572
938	26.15829355
939	26.15738432
940	26.15647511
941	26.12799666
942	26.12707789
943	26.12616893
944	26.12526201
945	26.12435164
946	26.12344652
947	26.12254317
948	26.09806244
949	26.09714223
950	26.09623097
951	26.09532117
952	26.09441609
953	26.09351069
954	26.09260736
955	26.09170615
956	26.09080252
957	26.08990271
958	26.08900265
959	26.08810383
960	26.08720327
961	26.08630467
962	26.08540723
963	26.08451059
964	26.08361013
965	26.08271451
966	26.08181986
967	26.08092391
968	26.08003039
969	26.05172831
970	26.05082113
971	26.049918
972	26.04901603
973	26.04811535
974	26.04721574
975	26.04631998
976	26.04542435
977	26.04453048
978	26.04363774
979	26.04274277
980	26.04185081
981	26.04095922
982	26.04006666
983	26.03917522
984	26.03828411
985	26.03739418
986	26.03650526
987	25.99586286
988	25.96333426
989	25.96241784
990	25.9615111
991	25.96060763
992	25.95970687
993	25.95880878
994	25.95791086
995	25.95701651
996	25.95611991
997	25.95522418
998	25.95432896
999	25.95343653
1000	25.95254552
1001	25.95165215
1002	25.95076217
1003	25.94987268
1004	25.94898362
1005	25.94809519
1006	25.94720699
1007	25.94632006
1008	25.94543027
1009	25.92844079
1010	25.92754434
1011	25.92665597
1012	25.92576857
1013	25.92487814
1014	25.92399135
1015	25.89503697
1016	25.8941399
1017	25.89325077
1018	25.89236277
1019	25.89147588
1020	25.8905861
1021	25.8897005
1022	25.88881216
1023	25.8688135
1024	25.86791489
1025	25.86702272
1026	25.86613618
1027	25.86524754
1028	25.86436289
1029	25.83682883
1030	25.83592666
1031	25.83503528
1032	25.83414429
1033	25.83325591
1034	25.83236655
1035	25.83148071
1036	25.83059549
1037	25.82970941
1038	25.82882569
1039	25.79627074
1040	25.79537237
1041	25.794477
1042	25.79358783
1043	25.79269932
1044	25.79181434
1045	25.790931
1046	25.76425164
1047	25.76335772
1048	25.76246891
1049	25.76158083
1050	25.74282407
1051	25.741934
1052	25.74104737
1053	25.7401639
1054	25.73928288
1055	25.73839664
1056	25.7375124
1057	25.70157922
1058	25.70068273
1059	25.69979285
1060	25.69890385
1061	25.69801802
1062	25.69713385
1063	25.69625136
1064	25.69536967
1065	25.69449053
1066	25.66401529
1067	25.66312355
1068	25.66222639
1069	25.66133788
1070	25.66045394
1071	25.65957183
1072	25.65868968
1073	25.65780943
1074	25.6569297
1075	25.65604787
1076	25.65516949
1077	25.6542927
1078	25.65341513
1079	25.65254005
1080	25.65166581
1081	25.65079241
1082	25.64991939
1083	25.64904681
1084	25.64817472
1085	25.64730258
1086	25.64643204
1087	25.64556271
1088	25.64469393
1089	25.64382563
1090	25.64295201
1091	25.64208457
1092	25.64121768
1093	25.640351
1094	25.63947873
1095	25.63860746
1096	25.63773809
1097	25.63687198
1098	25.63600539
1099	25.63513657
1100	25.63427151
1101	25.63340352
1102	25.63253935
1103	25.63167285
1104	25.63080731
1105	25.62994273
1106	25.62907848
1107	25.62821465
1108	25.62735171
1109	25.62648959
1110	25.62562803
1111	25.62476761
1112	25.58791831
1113	25.58703974
1114	25.5861617
1115	25.58529433
1116	25.5844218
1117	25.58355337
1118	25.58268806
1119	25.58182281
1120	25.5809579
1121	25.58009614
1122	25.57923531
1123	25.57837383
1124	25.57751185
1125	25.57665165
1126	25.57579258
1127	25.57493186
1128	25.57407342
1129	25.57321376
1130	25.5558391
1131	25.55496749
1132	25.55410508
1133	25.55324537
1134	25.55238486
1135	25.55152671
1136	25.5506702
1137	25.54981457
1138	25.54895889
1139	25.54810383
1140	25.54724534
1141	25.54638803
1142	25.5455326
1143	25.54467747
1144	25.54382259
1145	25.54296977
1146	25.5421155
1147	25.54126333
1148	25.54041147
1149	25.53955859
1150	25.53870727
1151	25.51483421
1152	25.51397004
1153	25.51311574
1154	25.51226371
1155	25.5114101
1156	25.51055922
1157	25.50970824
1158	25.50885768
1159	25.50800872
1160	25.5071604
1161	25.50631239
1162	25.50546539
1163	25.50461473
1164	25.50376842
1165	25.50291714
1166	25.47248036
1167	25.47161382
1168	25.47075598
1169	25.44160098
1170	25.44072694
1171	25.43986545
1172	25.43901067
1173	25.43815229
1174	25.43729175
1175	25.43643982
1176	25.43558611
1177	25.43472928
1178	25.4338786
1179	25.43303007
1180	25.43217963
1181	25.43132764
1182	25.43047649
1183	25.42962949
1184	25.40121851
1185	25.40035563
1186	25.39949901
1187	25.39864141
1188	25.39778459
1189	25.39693083
1190	25.39608021
1191	25.39522777
1192	25.39437932
1193	25.39353018
1194	25.39268239
1195	25.39183606
1196	25.39098634
1197	25.39013999
1198	25.3892926
1199	25.38844727
1200	25.38760215
1201	25.38675839
1202	25.38591458
1203	25.35435983
1204	25.35349864
1205	25.35264363
1206	25.35179444
1207	25.35094517
1208	25.35009868
1209	25.349252
1210	25.34840522
1211	25.34756051
1212	25.34671681
1213	25.34587417
1214	25.34503215
1215	25.34418851
1216	25.34334581
1217	25.34250379
1218	25.34166334
1219	25.34082213
1220	25.33998299
1221	25.33914361
1222	25.33830338
1223	25.33746311
1224	25.33662392
1225	25.33578521
1226	25.33494724
1227	25.33411031
1228	25.33327079
1229	25.31525986
1230	25.3144133
1231	25.3135723
1232	25.31273097
1233	25.31189189
1234	25.31105437
1235	25.28564801
1236	25.2847969
1237	25.28395409
1238	25.28310652
1239	25.2822645
1240	25.28142518
1241	25.28058783
1242	25.27975006
1243	25.27891242
1244	25.27807555
1245	25.25225597
1246	25.25139972
1247	25.25055516
1248	25.24971454
1249	25.24887636
1250	25.24803482
1251	25.22442035
1252	25.22357635
1253	25.22273323
1254	25.2218953
1255	25.22105823
1256	25.22021885
1257	25.21938123
1258	25.21854469
1259	25.21770898
1260	25.21687458
1261	25.21604089
1262	25.21520564
1263	25.21437239
1264	25.21353925
1265	25.21270533
1266	25.21187205
1267	25.21104013
1268	25.17803936
1269	25.17719241
1270	25.17635306
1271	25.1755136
1272	25.17467737
1273	25.1738439
1274	25.17300892
1275	25.17217665
1276	25.17134606
1277	25.14533674
1278	25.1444939
1279	25.12946489
1280	25.12862149
1281	25.12778149
1282	25.12694469
1283	25.12610696
1284	25.1252718
1285	25.12443917
1286	25.12360757
1287	25.12277683
1288	25.12194184
1289	25.12111037
1290	25.12028057
1291	25.09709203
1292	25.09624994
1293	25.09541452
1294	25.09458148
1295	25.09375077
1296	25.09292202
1297	25.09209346
1298	25.09126556
1299	25.09043442
1300	25.0896051
1301	25.08877934
1302	25.08795098
1303	25.08712575
1304	25.08629818
1305	25.08547133
1306	25.08464601
1307	25.08382061
1308	25.08299683
1309	25.08217356
1310	25.08134881
1311	25.08052483
1312	25.05416287
1313	25.05332354
1314	25.03411102
1315	25.03326743
1316	25.0324337
1317	25.00834667
1318	25.00750677
1319	25.00667232
1320	25.00584101
1321	25.00501111
1322	25.00418136
1323	25.00335234
1324	25.0025247
1325	25.0016972
1326	25.00087093
1327	25.00004373
1328	24.96751155
1329	24.96667481
1330	24.96584342
1331	24.96501501
1332	24.96418801
1333	24.96335614
1334	24.96252947
1335	24.96170419
1336	24.96088019
1337	24.96005718
1338	24.95923546
1339	24.95841057
1340	24.95758969
1341	24.93691581
1342	24.93608159
1343	24.93525047
1344	24.9060667
1345	24.90522964
1346	24.90439796
1347	24.90357145
1348	24.88087681
1349	24.88003427
1350	24.87919961
1351	24.84642553
1352	24.84558766
1353	24.84475436
1354	24.82015167
1355	24.81930933
1356	24.81847446
1357	24.78928913
1358	24.78844293
1359	24.78760839
1360	24.76550673
1361	24.73977898
1362	24.73893404
1363	24.73809875
1364	24.73726302
1365	24.73643174
1366	24.73560023
1367	24.71759147
1368	24.71674743
1369	24.71591682
1370	24.71508546
1371	24.71425745
1372	24.71342964
1373	24.71260432
1374	24.71177938
1375	24.71095455
1376	24.7101315
1377	24.67491346
1378	24.67407544
1379	24.65584288
1380	24.65499755
1381	24.62526053
1382	24.62441509
1383	24.62357913
1384	24.62273711
1385	24.62190484
1386	24.62107715
1387	24.62024961
1388	24.61942468
1389	24.61860138
1390	24.61777876
1391	24.59077187
1392	24.58993326
1393	24.58909917
1394	24.58826974
1395	24.58744347
1396	24.58661902
1397	24.58579579
1398	24.58497268
1399	24.56447524
1400	24.56364092
1401	24.56281007
1402	24.56198543
1403	24.56116307
1404	24.56033772
1405	24.55951624
1406	24.55869632
1407	24.55787686
1408	24.55705798
1409	24.55623938
1410	24.55542153
1411	24.55460238
1412	24.55378483
1413	24.55296891
1414	24.55215349
1415	24.55133706
1416	24.55052242
1417	24.54970853
1418	24.54889511
1419	24.5480822
1420	24.54726944
1421	24.5232315
1422	24.52241144
1423	24.52159416
1424	24.5207794
1425	24.51996218
1426	24.51914928
1427	24.51833366
1428	24.51752027
1429	24.51670822
1430	24.51589765
1431	24.51508644
1432	24.51427747
1433	24.51346605
1434	24.51265807
1435	24.51184802
1436	24.51104082
1437	24.51023245
1438	24.5094247
1439	24.50861742
1440	24.50781072
1441	24.50700338
1442	24.5061972
1443	24.50539225
1444	24.50458793
1445	24.5037823
1446	24.50297832
1447	24.50217233
1448	24.48265476
1449	24.48183505
1450	24.48102578
1451	24.48021596
1452	24.46234326
1453	24.46152192
1454	24.46070961
1455	24.43734798
1456	24.43653073
1457	24.43572071
1458	24.43490476
1459	24.43409588
1460	24.40083455
1461	24.38143833
1462	24.36070398
1463	24.35987815
1464	24.359059
1465	24.35823855
1466	24.35742379
1467	24.35660898
1468	24.35579496
1469	24.35498389
1470	24.35417383
1471	24.35336563
1472	24.35255675
1473	24.35174889
1474	24.35094323
1475	24.35013427
1476	24.32092412
1477	24.32010042
1478	24.31928911
1479	24.31847594
1480	24.31766914
1481	24.31686262
1482	24.31605809
1483	24.31525482
1484	24.31444651
1485	24.313644
1486	24.31283795
1487	24.31203555
1488	24.31123356
1489	24.28170785
1490	24.28089098
1491	24.28008215
1492	24.27927335
1493	24.27846798
1494	24.27766468
1495	24.27686326
1496	24.27605945
1497	24.27525942
1498	24.27445942
1499	24.27366036
